Carimbo de data/hora,DATA,HORÁRIO,TIPO DE EVENTO,Tipo de Culto,QUEM MINISTROU:,TÍTULO DA MENSAGEM,O CULTO FOI DE UMA SÉRIE?,"SE FOR SÉRIE, QUAL NOME?",QUANTIDADE DE HOMENS,QUANTIDADE DE MULHERES,QUANTIDADE DE CRIANÇAS,QUANTIDADE DE BEBÊS,QUANTIDADE DE VOLUNTÁRIOS,COMENTÁRIOS ADICIONAIS
28/01/2026 19:48:51,28/01/2026,19:00:00,Culto,Culto de Quarta,Bispo Clodoilson ,A Fé que agrada a Deus parte 2,SIM,Segredos da Fé ,30,42,11,8,20,
01/02/2026 11:45:34,01/02/2026,10:30:00,Culto,Culto de Celebração,Pra. Ana Lúcia ,Famílias Sobre a Rocha,SIM,Família Projeto de Deus,39,67,28,7,25,
01/02/2026 18:08:24,01/02/2026,17:00:00,Culto,Culto de Celebração,Pra Ana Lúcia,Famílias sobre a Rocha,SIM,Família Projeto de Deus,33,72,16,1,20,"Relevanteen 
Voluntário: 5
Teen: 21"
01/02/2026 19:45:59,01/02/2026,19:00:00,Culto,Culto de Celebração,Pastora Ana lucia ,Família sobre a rocha,SIM,Família projeto de Deus ,25,42,15,03,27,Entre adultos e pastores 95
02/02/2026 20:10:30,02/02/2026,19:30:00,Culto Especial,Treinamento Líderes,Bp Clodoilson e Pra Ana Lucia,Ativação Profética ,NÃO,,60,104,15,2,19,Equipe F
04/02/2026 20:01:05,04/02/2026,19:00:00,Culto,Culto de Quarta,Bispo Clodoilson ,A Fé que Deus honra ,SIM,Segredos da Fé ,32,42,15,5,21,
08/02/2026 11:36:20,08/02/2026,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Deus é o construtor da família ,SIM,Família projeto de Deus ,38,80,16,15,30,
08/02/2026 18:01:22,08/02/2026,17:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,Deus é o Construtor da Família Salmos 127 e 128,SIM,Família Projeto de Deus,37,61,15,5,28,Teens: 17
08/02/2026 20:01:12,08/02/2026,19:00:00,Culto,Culto de Celebração,Bp Clodoilson,Deus é o Construtor da Familia,SIM,Família Projeto de Deus,24,40,20,5,20,Salmos 127 e 128
11/02/2026 20:01:51,11/02/2026,19:00:00,Culto,Culto de Quarta,Pr. Ana Lúcia,Construindo uma fé robusta,SIM,Segredos da Fé,27,45,8,5,24,
15/02/2026 11:27:26,15/02/2026,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Deus e o construtor das familias,SIM,Família Projeto de Deus ,40,69,34,10,20,Entre adultos e pastores 129
15/02/2026 17:57:11,15/02/2026,17:00:00,Culto,Culto de Celebração,Bispo clodoilson ,Deus e o construtor da família  Parte 2,SIM,Família projeto de Deus ,33,55,22,4,26,
15/02/2026 20:00:48,15/02/2026,19:00:00,Culto,Culto de Celebração,Bispo clodoilson,Deus é construtor de familias. Part 2,SIM,Familia projeto de Deus ,32,52,16,1,28,
18/02/2026 19:54:18,18/02/2026,19:00:00,Culto,Culto de Quarta,Bispo ,O que fé produz,SIM,O segredobda Fe,36,51,24,03,20,Entre adultos e pastores 104
22/02/2026 11:33:09,22/02/2026,10:30:00,Culto,Culto de Celebração,Pra Ana Lucia,Famílias Fortes,SIM,Família Projeto de Deus,51,72,30,11,22,
22/02/2026 17:54:49,22/02/2026,17:00:00,Culto,Culto de Celebração,Pra. Ana,Familias fortes,SIM,Famila projeto de Deus,47,92,24,6,25,"Relevanteen

ministro: Rafael
Voluntarios: 3
Serie: Deus que perdoa pecados
tema: o ex paralítico 
teens: 28"
22/02/2026 20:08:25,22/02/2026,19:00:00,Culto,Culto de Celebração,Pra. Ana Lúcia ,Famílias Fortes,SIM,Família Projeto de Deus,40,57,34,6,25,Kids 23
25/02/2026 20:13:48,25/02/2026,19:00:00,Culto,Culto de Quarta,Bispo Clodoilson,O que a fé produz parte 2,SIM,Segredos da Fé ,38,47,16,9,23,
01/03/2026 11:35:03,01/03/2026,10:30:00,Culto,Culto de Celebração,Rafael Fernandes,Mais que palavras,SIM,Nasci para amar nasci para servir,41,81,29,8,30,
01/03/2026 18:42:46,01/03/2026,17:00:00,Culto,Culto de Celebração,Pastora Janester,Mais que palavra,SIM,Nasci pata amar nasci para servir ,40,62,35,05,29,"Entre homem,mulheres kidi tenns total de 205"
01/03/2026 20:03:07,01/03/2026,19:00:00,Culto,Culto de Celebração,Pra Janister,Mais que Palavras,SIM,"Nasci para Amar, Nasci para Servir ",33,56,12,5,26,
04/03/2026 19:50:22,04/03/2026,19:00:00,Culto,Culto de Quarta,Pastor Vagno,Inabaláveis ,SIM,Uma vida Vitoriosa,21,34,14,4,23,Kids 10
06/03/2026 20:50:02,06/03/2026,19:00:00,Oração,Noite de Avivamento,"Pra Janiste , Karol , Cristiane Cotrim ,Andria , Julia ,  Pra  Ana Janete",Oração ,NÃO,,21,45,16,2,16,
08/03/2026 11:35:54,08/03/2026,10:30:00,Culto,Culto de Celebração,Bispo Clodoilson ,Chamados para Amar e Servir ,SIM,Nasci para Amar Nasci para Servir,44,65,24,3,28,
08/03/2026 18:05:53,08/03/2016,17:00:00,Culto,Culto de Celebração,Bp Clodoilson ,Chamados para Amar e Servir,SIM,Nasci para Amar/Nasci para Servir,45,70,15,14,32,
08/03/2026 19:46:05,08/03/2026,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson,Chamados para amar e servir,SIM,"Nasci para amar, nasci para servir",23,33,11,5,26,"
"
11/03/2026 19:58:08,11/03/2026,19:00:00,Culto,Culto de Celebração,Bp Clodoilson ,"Paralisado por um trauma, Restaurado por uma Palavra",SIM,Uma vida vitoriosa ,28,50,24,5,22,
15/03/2026 11:23:52,15/03/2026,10:30:00,Culto,Culto de Celebração,Bispo clodoilson ,As duas faces da benção ,SIM,Nasci para amar /nasci para servir ,36,67,18,9,27,
15/03/2026 17:52:19,15/03/2026,17:00:00,Culto,Culto de Celebração,Bispo clodoilson,As duas fa es da bênção ,SIM,Nasci para amar nasci para servir ,37,61,15,6,30,Relevanteen 27
15/03/2026 19:51:15,15/03/2026,19:00:00,Culto,Culto de Celebração,Bispo Clodoilson ,As face da Benção ,SIM,Nasci para Amar nasci para servir,25,35,18,03,23,Entre adultos e pastores e baby e kidi 101
18/03/2026 19:52:47,18/03/2026,19:00:00,Culto,Culto de Quarta,Pra Ana Lúcia ,Uma Vida Vitoriosa ,SIM,Uma Vida Vitoriosa,28,40,17,04,19,
